"group_num","Date","jday","TwoHourGroup","treatment","temperature"
5,2025-01-09,9,3,"cool",-0.662776245499567
5,2025-01-09,9,3,"cold",-2.38802971411293
5,2025-01-09,9,4,"hot",6.90257964390593
5,2025-01-09,9,4,"warm",5.17732617529257
5,2025-01-09,9,4,"mean",2.58944597237253
5,2025-01-09,9,4,"cool",0.00156576945248466
5,2025-01-09,9,4,"cold",-1.72368769916088
5,2025-01-09,9,5,"hot",9.3175144230948
5,2025-01-09,9,5,"warm",7.59226095448144
5,2025-01-09,9,5,"mean",5.00438075156139
5,2025-01-09,9,5,"cool",2.41650054864135
5,2025-01-09,9,5,"cold",0.691247080027987
5,2025-01-09,9,6,"hot",10.9050924116966
5,2025-01-09,9,6,"warm",9.17983894308327
5,2025-01-09,9,6,"mean",6.59195874016323
5,2025-01-09,9,6,"cool",4.00407853724318
5,2025-01-09,9,6,"cold",2.27882506862982
5,2025-01-09,9,7,"hot",11.2451851150831
5,2025-01-09,9,7,"warm",9.51993164646974
5,2025-01-09,9,7,"mean",6.9320514435497
5,2025-01-09,9,7,"cool",4.34417124062966
5,2025-01-09,9,7,"cold",2.6189177720163
5,2025-01-09,9,8,"hot",10.1266905405133
5,2025-01-09,9,8,"warm",8.40143707189992
5,2025-01-09,9,8,"mean",5.81355686897988
5,2025-01-09,9,8,"cool",3.22567666605983
5,2025-01-09,9,8,"cold",1.50042319744647
5,2025-01-09,9,9,"hot",8.75502120396004
5,2025-01-09,9,9,"warm",7.02976773534667
5,2025-01-09,9,9,"mean",4.44188753242663
5,2025-01-09,9,9,"cool",1.85400732950659
5,2025-01-09,9,9,"cold",0.128753860893226
5,2025-01-09,9,10,"hot",8.05257818247202
5,2025-01-09,9,10,"warm",6.32732471385865
5,2025-01-09,9,10,"mean",3.73944451093861
5,2025-01-09,9,10,"cool",1.15156430801857
5,2025-01-09,9,10,"cold",-0.573689160594793
5,2025-01-09,9,11,"hot",7.57553014949263
5,2025-01-09,9,11,"warm",5.85027668087927
5,2025-01-09,9,11,"mean",3.26239647795923
5,2025-01-09,9,11,"cool",0.674516275039184
5,2025-01-09,9,11,"cold",-1.05073719357418
5,2025-01-10,10,0,"hot",7.0130766145386
5,2025-01-10,10,0,"warm",5.28782314592524
5,2025-01-10,10,0,"mean",2.69994294300519
5,2025-01-10,10,0,"cool",0.112062740085149
5,2025-01-10,10,0,"cold",-1.61319072852821
5,2025-01-10,10,1,"hot",6.71042959663464
5,2025-01-10,10,1,"warm",4.98517612802128
5,2025-01-10,10,1,"mean",2.39729592510124
5,2025-01-10,10,1,"cool",-0.190584277818806
5,2025-01-10,10,1,"cold",-1.91583774643217
5,2025-01-10,10,2,"hot",6.4567004726799
5,2025-01-10,10,2,"warm",4.73144700406654
5,2025-01-10,10,2,"mean",2.1435668011465
5,2025-01-10,10,2,"cool",-0.444313401773546
5,2025-01-10,10,2,"cold",-2.16956687038691
5,2025-01-10,10,3,"hot",6.23823762895388
5,2025-01-10,10,3,"warm",4.51298416034052
5,2025-01-10,10,3,"mean",1.92510395742048
5,2025-01-10,10,3,"cool",-0.662776245499567
5,2025-01-10,10,3,"cold",-2.38802971411293
5,2025-01-10,10,4,"hot",6.90257964390593
5,2025-01-10,10,4,"warm",5.17732617529257
5,2025-01-10,10,4,"mean",2.58944597237253
5,2025-01-10,10,4,"cool",0.00156576945248466
5,2025-01-10,10,4,"cold",-1.72368769916088
5,2025-01-10,10,5,"hot",9.3175144230948
5,2025-01-10,10,5,"warm",7.59226095448144
5,2025-01-10,10,5,"mean",5.00438075156139
5,2025-01-10,10,5,"cool",2.41650054864135
5,2025-01-10,10,5,"cold",0.691247080027987
5,2025-01-10,10,6,"hot",10.9050924116966
5,2025-01-10,10,6,"warm",9.17983894308327
5,2025-01-10,10,6,"mean",6.59195874016323
5,2025-01-10,10,6,"cool",4.00407853724318
5,2025-01-10,10,6,"cold",2.27882506862982
5,2025-01-10,10,7,"hot",11.2451851150831
5,2025-01-10,10,7,"warm",9.51993164646974
5,2025-01-10,10,7,"mean",6.9320514435497
5,2025-01-10,10,7,"cool",4.34417124062966
5,2025-01-10,10,7,"cold",2.6189177720163
5,2025-01-10,10,8,"hot",10.1266905405133
5,2025-01-10,10,8,"warm",8.40143707189992
5,2025-01-10,10,8,"mean",5.81355686897988
5,2025-01-10,10,8,"cool",3.22567666605983
5,2025-01-10,10,8,"cold",1.50042319744647
5,2025-01-10,10,9,"hot",8.75502120396004
5,2025-01-10,10,9,"warm",7.02976773534667
5,2025-01-10,10,9,"mean",4.44188753242663
5,2025-01-10,10,9,"cool",1.85400732950659
5,2025-01-10,10,9,"cold",0.128753860893226
5,2025-01-10,10,10,"hot",8.05257818247202
5,2025-01-10,10,10,"warm",6.32732471385865
5,2025-01-10,10,10,"mean",3.73944451093861
5,2025-01-10,10,10,"cool",1.15156430801857
5,2025-01-10,10,10,"cold",-0.573689160594793
5,2025-01-10,10,11,"hot",7.57553014949263
5,2025-01-10,10,11,"warm",5.85027668087927
5,2025-01-10,10,11,"mean",3.26239647795923
5,2025-01-10,10,11,"cool",0.674516275039184
5,2025-01-10,10,11,"cold",-1.05073719357418
6,2025-01-11,11,0,"hot",6.94505677281111
6,2025-01-11,11,0,"warm",5.21980330419775
6,2025-01-11,11,0,"mean",2.63192310127771
6,2025-01-11,11,0,"cool",0.0440428983576662
6,2025-01-11,11,0,"cold",-1.6812105702557
6,2025-01-11,11,1,"hot",6.64381908354904
6,2025-01-11,11,1,"warm",4.91856561493567
6,2025-01-11,11,1,"mean",2.33068541201563
6,2025-01-11,11,1,"cool",-0.257194790904413
6,2025-01-11,11,1,"cold",-1.98244825951778
6,2025-01-11,11,2,"hot",6.39139682734649
6,2025-01-11,11,2,"warm",4.66614335873313
6,2025-01-11,11,2,"mean",2.07826315581309
6,2025-01-11,11,2,"cool",-0.509617047106957
6,2025-01-11,11,2,"cold",-2.23487051572032
6,2025-01-11,11,3,"hot",6.17413663649757
6,2025-01-11,11,3,"warm",4.44888316788421
6,2025-01-11,11,3,"mean",1.86100296496416
6,2025-01-11,11,3,"cool",-0.726877237955881
6,2025-01-11,11,3,"cold",-2.45213070656924
6,2025-01-11,11,4,"hot",6.84899009827444
6,2025-01-11,11,4,"warm",5.12373662966108
6,2025-01-11,11,4,"mean",2.53585642674104
6,2025-01-11,11,4,"cool",-0.0520237761790048
6,2025-01-11,11,4,"cold",-1.77727724479237
6,2025-01-11,11,5,"hot",9.13955819990325
6,2025-01-11,11,5,"warm",7.41430473128988
6,2025-01-11,11,5,"mean",4.82642452836984
6,2025-01-11,11,5,"cool",2.2385443254498
6,2025-01-11,11,5,"cold",0.513290856836434
6,2025-01-11,11,6,"hot",10.6424010251578
6,2025-01-11,11,6,"warm",8.91714755654444
6,2025-01-11,11,6,"mean",6.32926735362439
6,2025-01-11,11,6,"cool",3.74138715070435
6,2025-01-11,11,6,"cold",2.01613368209099
6,2025-01-11,11,7,"hot",10.964094607454
6,2025-01-11,11,7,"warm",9.23884113884061
6,2025-01-11,11,7,"mean",6.65096093592057
6,2025-01-11,11,7,"cool",4.06308073300053
6,2025-01-11,11,7,"cold",2.33782726438717
6,2025-01-11,11,8,"hot",9.83991916724611
6,2025-01-11,11,8,"warm",8.11466569863274
6,2025-01-11,11,8,"mean",5.5267854957127
6,2025-01-11,11,8,"cool",2.93890529279266
6,2025-01-11,11,8,"cold",1.21365182417929
6,2025-01-11,11,9,"hot",8.34958274530054
6,2025-01-11,11,9,"warm",6.62432927668718
6,2025-01-11,11,9,"mean",4.03644907376714
6,2025-01-11,11,9,"cool",1.44856887084709
6,2025-01-11,11,9,"cold",-0.276684597766268
6,2025-01-11,11,10,"hot",7.58383126972094
6,2025-01-11,11,10,"warm",5.85857780110757
6,2025-01-11,11,10,"mean",3.27069759818753
6,2025-01-11,11,10,"cool",0.682817395267488
6,2025-01-11,11,10,"cold",-1.04243607334587
6,2025-01-11,11,11,"hot",7.06517026249401
6,2025-01-11,11,11,"warm",5.33991679388065
6,2025-01-11,11,11,"mean",2.7520365909606
6,2025-01-11,11,11,"cool",0.164156388040559
6,2025-01-11,11,11,"cold",-1.5610970805728
6,2025-01-12,12,0,"hot",6.94505677281111
6,2025-01-12,12,0,"warm",5.21980330419775
6,2025-01-12,12,0,"mean",2.63192310127771
6,2025-01-12,12,0,"cool",0.0440428983576662
6,2025-01-12,12,0,"cold",-1.6812105702557
6,2025-01-12,12,1,"hot",6.64381908354904
6,2025-01-12,12,1,"warm",4.91856561493567
6,2025-01-12,12,1,"mean",2.33068541201563
6,2025-01-12,12,1,"cool",-0.257194790904413
6,2025-01-12,12,1,"cold",-1.98244825951778
6,2025-01-12,12,2,"hot",6.39139682734649
6,2025-01-12,12,2,"warm",4.66614335873313
6,2025-01-12,12,2,"mean",2.07826315581309
6,2025-01-12,12,2,"cool",-0.509617047106957
6,2025-01-12,12,2,"cold",-2.23487051572032
6,2025-01-12,12,3,"hot",6.17413663649757
6,2025-01-12,12,3,"warm",4.44888316788421
6,2025-01-12,12,3,"mean",1.86100296496416
6,2025-01-12,12,3,"cool",-0.726877237955881
6,2025-01-12,12,3,"cold",-2.45213070656924
6,2025-01-12,12,4,"hot",6.84899009827444
6,2025-01-12,12,4,"warm",5.12373662966108
6,2025-01-12,12,4,"mean",2.53585642674104
6,2025-01-12,12,4,"cool",-0.0520237761790048
6,2025-01-12,12,4,"cold",-1.77727724479237
6,2025-01-12,12,5,"hot",9.13955819990325
6,2025-01-12,12,5,"warm",7.41430473128988
6,2025-01-12,12,5,"mean",4.82642452836984
6,2025-01-12,12,5,"cool",2.2385443254498
6,2025-01-12,12,5,"cold",0.513290856836434
6,2025-01-12,12,6,"hot",10.6424010251578
6,2025-01-12,12,6,"warm",8.91714755654444
6,2025-01-12,12,6,"mean",6.32926735362439
6,2025-01-12,12,6,"cool",3.74138715070435
6,2025-01-12,12,6,"cold",2.01613368209099
6,2025-01-12,12,7,"hot",10.964094607454
6,2025-01-12,12,7,"warm",9.23884113884061
6,2025-01-12,12,7,"mean",6.65096093592057
6,2025-01-12,12,7,"cool",4.06308073300053
6,2025-01-12,12,7,"cold",2.33782726438717
6,2025-01-12,12,8,"hot",9.83991916724611
6,2025-01-12,12,8,"warm",8.11466569863274
6,2025-01-12,12,8,"mean",5.5267854957127
6,2025-01-12,12,8,"cool",2.93890529279266
6,2025-01-12,12,8,"cold",1.21365182417929
6,2025-01-12,12,9,"hot",8.34958274530054
6,2025-01-12,12,9,"warm",6.62432927668718
6,2025-01-12,12,9,"mean",4.03644907376714
6,2025-01-12,12,9,"cool",1.44856887084709
6,2025-01-12,12,9,"cold",-0.276684597766268
6,2025-01-12,12,10,"hot",7.58383126972094
6,2025-01-12,12,10,"warm",5.85857780110757
6,2025-01-12,12,10,"mean",3.27069759818753
6,2025-01-12,12,10,"cool",0.682817395267488
6,2025-01-12,12,10,"cold",-1.04243607334587
6,2025-01-12,12,11,"hot",7.06517026249401
6,2025-01-12,12,11,"warm",5.33991679388065
6,2025-01-12,12,11,"mean",2.7520365909606
6,2025-01-12,12,11,"cool",0.164156388040559
6,2025-01-12,12,11,"cold",-1.5610970805728
7,2025-01-13,13,0,"hot",6.52221970130015
7,2025-01-13,13,0,"warm",4.79696623268679
7,2025-01-13,13,0,"mean",2.20908602976675
7,2025-01-13,13,0,"cool",-0.378794173153294
7,2025-01-13,13,0,"cold",-2.10404764176666
7,2025-01-13,13,1,"hot",6.17884325568355
7,2025-01-13,13,1,"warm",4.45358978707018
7,2025-01-13,13,1,"mean",1.86570958415014
7,2025-01-13,13,1,"cool",-0.722170618769902
7,2025-01-13,13,1,"cold",-2.44742408738326
7,2025-01-13,13,2,"hot",5.89126648126914
7,2025-01-13,13,2,"warm",4.16601301265578
7,2025-01-13,13,2,"mean",1.57813280973573
7,2025-01-13,13,2,"cool",-1.00974739318431
7,2025-01-13,13,2,"cold",-2.73500086179767
7,2025-01-13,13,3,"hot",5.64384479069207
7,2025-01-13,13,3,"warm",3.91859132207871
7,2025-01-13,13,3,"mean",1.33071111915866
7,2025-01-13,13,3,"cool",-1.25716908376138
7,2025-01-13,13,3,"cold",-2.98242255237474
7,2025-01-13,13,4,"hot",6.48611610146979
7,2025-01-13,13,4,"warm",4.76086263285643
7,2025-01-13,13,4,"mean",2.17298242993639
7,2025-01-13,13,4,"cool",-0.414897772983656
7,2025-01-13,13,4,"cold",-2.14015124159702
7,2025-01-13,13,5,"hot",9.1487044098125
7,2025-01-13,13,5,"warm",7.42345094119914
7,2025-01-13,13,5,"mean",4.83557073827909
7,2025-01-13,13,5,"cool",2.24769053535905
7,2025-01-13,13,5,"cold",0.522437066745689
7,2025-01-13,13,6,"hot",10.892118643243
7,2025-01-13,13,6,"warm",9.1668651746296
7,2025-01-13,13,6,"mean",6.57898497170956
7,2025-01-13,13,6,"cool",3.99110476878952
7,2025-01-13,13,6,"cold",2.26585130017616
7,2025-01-13,13,7,"hot",11.2650165764142
7,2025-01-13,13,7,"warm",9.53976310780085
7,2025-01-13,13,7,"mean",6.95188290488081
7,2025-01-13,13,7,"cool",4.36400270196077
7,2025-01-13,13,7,"cold",2.63874923334741
7,2025-01-13,13,8,"hot",10.0502744054467
7,2025-01-13,13,8,"warm",8.32502093683335
7,2025-01-13,13,8,"mean",5.7371407339133
7,2025-01-13,13,8,"cool",3.14926053099326
7,2025-01-13,13,8,"cold",1.4240070623799
7,2025-01-13,13,9,"hot",8.54763751416175
7,2025-01-13,13,9,"warm",6.82238404554839
7,2025-01-13,13,9,"mean",4.23450384262835
7,2025-01-13,13,9,"cool",1.64662363970831
7,2025-01-13,13,9,"cold",-0.078629828905056
7,2025-01-13,13,10,"hot",7.77672861469513
7,2025-01-13,13,10,"warm",6.05147514608177
7,2025-01-13,13,10,"mean",3.46359494316172
7,2025-01-13,13,10,"cool",0.875714740241682
7,2025-01-13,13,10,"cold",-0.849538728371681
7,2025-01-13,13,11,"hot",7.25603537004476
7,2025-01-13,13,11,"warm",5.5307819014314
7,2025-01-13,13,11,"mean",2.94290169851136
7,2025-01-13,13,11,"cool",0.355021495591314
7,2025-01-13,13,11,"cold",-1.37023197302205
7,2025-01-14,14,0,"hot",6.52221970130015
7,2025-01-14,14,0,"warm",4.79696623268679
7,2025-01-14,14,0,"mean",2.20908602976675
7,2025-01-14,14,0,"cool",-0.378794173153294
7,2025-01-14,14,0,"cold",-2.10404764176666
7,2025-01-14,14,1,"hot",6.17884325568355
7,2025-01-14,14,1,"warm",4.45358978707018
7,2025-01-14,14,1,"mean",1.86570958415014
7,2025-01-14,14,1,"cool",-0.722170618769902
7,2025-01-14,14,1,"cold",-2.44742408738326
7,2025-01-14,14,2,"hot",5.89126648126914
7,2025-01-14,14,2,"warm",4.16601301265578
7,2025-01-14,14,2,"mean",1.57813280973573
7,2025-01-14,14,2,"cool",-1.00974739318431
7,2025-01-14,14,2,"cold",-2.73500086179767
7,2025-01-14,14,3,"hot",5.64384479069207
7,2025-01-14,14,3,"warm",3.91859132207871
7,2025-01-14,14,3,"mean",1.33071111915866
7,2025-01-14,14,3,"cool",-1.25716908376138
7,2025-01-14,14,3,"cold",-2.98242255237474
7,2025-01-14,14,4,"hot",6.48611610146979
7,2025-01-14,14,4,"warm",4.76086263285643
7,2025-01-14,14,4,"mean",2.17298242993639
7,2025-01-14,14,4,"cool",-0.414897772983656
7,2025-01-14,14,4,"cold",-2.14015124159702
7,2025-01-14,14,5,"hot",9.1487044098125
7,2025-01-14,14,5,"warm",7.42345094119914
7,2025-01-14,14,5,"mean",4.83557073827909
7,2025-01-14,14,5,"cool",2.24769053535905
7,2025-01-14,14,5,"cold",0.522437066745689
7,2025-01-14,14,6,"hot",10.892118643243
7,2025-01-14,14,6,"warm",9.1668651746296
7,2025-01-14,14,6,"mean",6.57898497170956
7,2025-01-14,14,6,"cool",3.99110476878952
7,2025-01-14,14,6,"cold",2.26585130017616
7,2025-01-14,14,7,"hot",11.2650165764142
7,2025-01-14,14,7,"warm",9.53976310780085
7,2025-01-14,14,7,"mean",6.95188290488081
7,2025-01-14,14,7,"cool",4.36400270196077
7,2025-01-14,14,7,"cold",2.63874923334741
7,2025-01-14,14,8,"hot",10.0502744054467
7,2025-01-14,14,8,"warm",8.32502093683335
7,2025-01-14,14,8,"mean",5.7371407339133
7,2025-01-14,14,8,"cool",3.14926053099326
7,2025-01-14,14,8,"cold",1.4240070623799
7,2025-01-14,14,9,"hot",8.54763751416175
7,2025-01-14,14,9,"warm",6.82238404554839
7,2025-01-14,14,9,"mean",4.23450384262835
7,2025-01-14,14,9,"cool",1.64662363970831
7,2025-01-14,14,9,"cold",-0.078629828905056
7,2025-01-14,14,10,"hot",7.77672861469513
7,2025-01-14,14,10,"warm",6.05147514608177
7,2025-01-14,14,10,"mean",3.46359494316172
7,2025-01-14,14,10,"cool",0.875714740241682
7,2025-01-14,14,10,"cold",-0.849538728371681
7,2025-01-14,14,11,"hot",7.25603537004476
7,2025-01-14,14,11,"warm",5.5307819014314
7,2025-01-14,14,11,"mean",2.94290169851136
7,2025-01-14,14,11,"cool",0.355021495591314
7,2025-01-14,14,11,"cold",-1.37023197302205
8,2025-01-15,15,0,"hot",7.12351713055716
8,2025-01-15,15,0,"warm",5.3982636619438
8,2025-01-15,15,0,"mean",2.81038345902376
8,2025-01-15,15,0,"cool",0.222503256103713
8,2025-01-15,15,0,"cold",-1.50275021250965
8,2025-01-15,15,1,"hot",6.83296128288068
8,2025-01-15,15,1,"warm",5.10770781426731
8,2025-01-15,15,1,"mean",2.51982761134727
8,2025-01-15,15,1,"cool",-0.0680525915727723
8,2025-01-15,15,1,"cold",-1.79330606018613
8,2025-01-15,15,2,"hot",6.5897636681015
8,2025-01-15,15,2,"warm",4.86451019948814
8,2025-01-15,15,2,"mean",2.2766299965681
8,2025-01-15,15,2,"cool",-0.311250206351945
8,2025-01-15,15,2,"cold",-2.03650367496531
8,2025-01-15,15,3,"hot",6.38061188252679
8,2025-01-15,15,3,"warm",4.65535841391343
8,2025-01-15,15,3,"mean",2.06747821099338
8,2025-01-15,15,3,"cool",-0.520401991926658
8,2025-01-15,15,3,"cold",-2.24565546054002
8,2025-01-15,15,4,"hot",7.12093903136256
8,2025-01-15,15,4,"warm",5.3956855627492
8,2025-01-15,15,4,"mean",2.80780535982916
8,2025-01-15,15,4,"cool",0.219925156909114
8,2025-01-15,15,4,"cold",-1.50532831170425
8,2025-01-15,15,5,"hot",9.30346387074613
8,2025-01-15,15,5,"warm",7.57821040213277
8,2025-01-15,15,5,"mean",4.99033019921273
8,2025-01-15,15,5,"cool",2.40244999629268
8,2025-01-15,15,5,"cold",0.67719652767932
8,2025-01-15,15,6,"hot",10.7294655755565
8,2025-01-15,15,6,"warm",9.00421210694315
8,2025-01-15,15,6,"mean",6.4163319040231
8,2025-01-15,15,6,"cool",3.82845170110306
8,2025-01-15,15,6,"cold",2.1031982324897
8,2025-01-15,15,7,"hot",11.0342168021879
8,2025-01-15,15,7,"warm",9.30896333357459
8,2025-01-15,15,7,"mean",6.72108313065454
8,2025-01-15,15,7,"cool",4.1332029277345
8,2025-01-15,15,7,"cold",2.40794945912114
8,2025-01-15,15,8,"hot",9.98746357002648
8,2025-01-15,15,8,"warm",8.26221010141312
8,2025-01-15,15,8,"mean",5.67432989849307
8,2025-01-15,15,8,"cool",3.08644969557303
8,2025-01-15,15,8,"cold",1.36119622695967
8,2025-01-15,15,9,"hot",8.58733164805049
8,2025-01-15,15,9,"warm",6.86207817943712
8,2025-01-15,15,9,"mean",4.27419797651708
8,2025-01-15,15,9,"cool",1.68631777359704
8,2025-01-15,15,9,"cold",-0.0389356950163258
8,2025-01-15,15,10,"hot",7.86479347593655
8,2025-01-15,15,10,"warm",6.13954000732319
8,2025-01-15,15,10,"mean",3.55165980440315
8,2025-01-15,15,10,"cool",0.963779601483102
8,2025-01-15,15,10,"cold",-0.76147386713026
8,2025-01-15,15,11,"hot",7.37836660468604
8,2025-01-15,15,11,"warm",5.65311313607268
8,2025-01-15,15,11,"mean",3.06523293315264
8,2025-01-15,15,11,"cool",0.477352730232592
8,2025-01-15,15,11,"cold",-1.24790073838077
8,2025-01-16,16,0,"hot",7.12351713055716
8,2025-01-16,16,0,"warm",5.3982636619438
8,2025-01-16,16,0,"mean",2.81038345902376
8,2025-01-16,16,0,"cool",0.222503256103713
8,2025-01-16,16,0,"cold",-1.50275021250965
8,2025-01-16,16,1,"hot",6.83296128288068
8,2025-01-16,16,1,"warm",5.10770781426731
8,2025-01-16,16,1,"mean",2.51982761134727
8,2025-01-16,16,1,"cool",-0.0680525915727723
8,2025-01-16,16,1,"cold",-1.79330606018613
8,2025-01-16,16,2,"hot",6.5897636681015
8,2025-01-16,16,2,"warm",4.86451019948814
8,2025-01-16,16,2,"mean",2.2766299965681
8,2025-01-16,16,2,"cool",-0.311250206351945
8,2025-01-16,16,2,"cold",-2.03650367496531
8,2025-01-16,16,3,"hot",6.38061188252679
8,2025-01-16,16,3,"warm",4.65535841391343
8,2025-01-16,16,3,"mean",2.06747821099338
8,2025-01-16,16,3,"cool",-0.520401991926658
8,2025-01-16,16,3,"cold",-2.24565546054002
8,2025-01-16,16,4,"hot",7.12093903136256
8,2025-01-16,16,4,"warm",5.3956855627492
8,2025-01-16,16,4,"mean",2.80780535982916
8,2025-01-16,16,4,"cool",0.219925156909114
8,2025-01-16,16,4,"cold",-1.50532831170425
8,2025-01-16,16,5,"hot",9.30346387074613
8,2025-01-16,16,5,"warm",7.57821040213277
8,2025-01-16,16,5,"mean",4.99033019921273
8,2025-01-16,16,5,"cool",2.40244999629268
8,2025-01-16,16,5,"cold",0.67719652767932
8,2025-01-16,16,6,"hot",10.7294655755565
8,2025-01-16,16,6,"warm",9.00421210694315
8,2025-01-16,16,6,"mean",6.4163319040231
8,2025-01-16,16,6,"cool",3.82845170110306
8,2025-01-16,16,6,"cold",2.1031982324897
8,2025-01-16,16,7,"hot",11.0342168021879
8,2025-01-16,16,7,"warm",9.30896333357459
8,2025-01-16,16,7,"mean",6.72108313065454
8,2025-01-16,16,7,"cool",4.1332029277345
8,2025-01-16,16,7,"cold",2.40794945912114
8,2025-01-16,16,8,"hot",9.98746357002648
8,2025-01-16,16,8,"warm",8.26221010141312
8,2025-01-16,16,8,"mean",5.67432989849307
8,2025-01-16,16,8,"cool",3.08644969557303
8,2025-01-16,16,8,"cold",1.36119622695967
8,2025-01-16,16,9,"hot",8.58733164805049
8,2025-01-16,16,9,"warm",6.86207817943712
8,2025-01-16,16,9,"mean",4.27419797651708
8,2025-01-16,16,9,"cool",1.68631777359704
8,2025-01-16,16,9,"cold",-0.0389356950163258
8,2025-01-16,16,10,"hot",7.86479347593655
8,2025-01-16,16,10,"warm",6.13954000732319
8,2025-01-16,16,10,"mean",3.55165980440315
8,2025-01-16,16,10,"cool",0.963779601483102
8,2025-01-16,16,10,"cold",-0.76147386713026
8,2025-01-16,16,11,"hot",7.37836660468604
8,2025-01-16,16,11,"warm",5.65311313607268
8,2025-01-16,16,11,"mean",3.06523293315264
8,2025-01-16,16,11,"cool",0.477352730232592
8,2025-01-16,16,11,"cold",-1.24790073838077
9,2025-01-17,17,0,"hot",6.41984783126893
9,2025-01-17,17,0,"warm",4.69459436265557
9,2025-01-17,17,0,"mean",2.10671415973553
9,2025-01-17,17,0,"cool",-0.481166043184514
9,2025-01-17,17,0,"cold",-2.20641951179788
9,2025-01-17,17,1,"hot",6.08847877843206
9,2025-01-17,17,1,"warm",4.36322530981869
9,2025-01-17,17,1,"mean",1.77534510689865
9,2025-01-17,17,1,"cool",-0.812535096021393
9,2025-01-17,17,1,"cold",-2.53778856463476
9,2025-01-17,17,2,"hot",5.81129932831116
9,2025-01-17,17,2,"warm",4.08604585969779
9,2025-01-17,17,2,"mean",1.49816565677775
