date,subclutch_id,number_larvae
06/05/2025,f1.cold.cold,0
07/05/2025,f1.cold.cold,0
08/05/2025,f1.cold.cold,0
10/05/2025,f1.cold.cold,0
11/05/2025,f1.cold.cold,0
12/05/2025,f1.cold.cold,0
13/05/2025,f1.cold.cold,0
14/05/2025,f1.cold.cold,0
15/05/2025,f1.cold.cold,0
16/05/2025,f1.cold.cold,0
17/05/2025,f1.cold.cold,0
18/05/2025,f1.cold.cold,0
19/05/2025,f1.cold.cold,0
20/05/2025,f1.cold.cold,0
21/05/2025,f1.cold.cold,0
22/05/2025,f1.cold.cold,0
23/05/2025,f1.cold.cold,0
24/05/2025,f1.cold.cold,0
25/05/2025,f1.cold.cold,0
26/05/2025,f1.cold.cold,0
27/05/2025,f1.cold.cold,0
28/05/2025,f1.cold.cold,0
29/05/2025,f1.cold.cold,0
30/05/2025,f1.cold.cold,0
31/05/2025,f1.cold.cold,0
01/06/2025,f1.cold.cold,0
01/03/2024,f1.cold.control,0
02/03/2024,f1.cold.control,0
03/03/2025,f1.cold.control,0
04/03/2025,f1.cold.control,0
05/03/2025,f1.cold.control,0
06/03/2025,f1.cold.control,0
07/03/2025,f1.cold.control,0
08/03/2025,f1.cold.control,0
09/03/2025,f1.cold.control,0
10/03/2025,f1.cold.control,0
11/03/2025,f1.cold.control,0
12/03/2025,f1.cold.control,0
13/03/2025,f1.cold.control,0
14/03/2025,f1.cold.control,0
15/03/2025,f1.cold.control,0
16/03/2025,f1.cold.control,0
17/03/2025,f1.cold.control,0
18/03/2025,f1.cold.control,0
19/03/2025,f1.cold.control,0
20/03/2025,f1.cold.control,0
21/03/2025,f1.cold.control,0
22/03/2025,f1.cold.control,0
23/03/2025,f1.cold.control,0
24/03/2025,f1.cold.control,0
26/03/2025,f1.cold.control,0
27/03/2025,f1.cold.control,0
28/03/2025,f1.cold.control,0
29/03/2025,f1.cold.control,0
30/03/2025,f1.cold.control,0
31/03/2025,f1.cold.control,0
01/04/2025,f1.cold.control,0
02/04/2025,f1.cold.control,0
03/04/2025,f1.cold.control,0
04/04/2025,f1.cold.control,0
05/04/2025,f1.cold.control,0
06/04/2025,f1.cold.control,0
07/04/2025,f1.cold.control,0
08/04/2025,f1.cold.control,0
09/04/2025,f1.cold.control,0
11/04/2025,f1.cold.control,0
12/04/2025,f1.cold.control,0
13/04/2025,f1.cold.control,0
14/04/2025,f1.cold.control,0
15/04/2025,f1.cold.control,0
16/04/2025,f1.cold.control,0
17/04/2025,f1.cold.control,0
18/04/2025,f1.cold.control,0
19/04/2025,f1.cold.control,0
20/04/2025,f1.cold.control,0
21/04/2025,f1.cold.control,0
22/04/2025,f1.cold.control,0
23/04/2025,f1.cold.control,0
24/04/2025,f1.cold.control,0
25/04/2025,f1.cold.control,0
26/04/2025,f1.cold.control,0
27/04/2025,f1.cold.control,0
28/04/2025,f1.cold.control,0
29/04/2025,f1.cold.control,0
30/04/2025,f1.cold.control,0
01/05/2025,f1.cold.control,0
02/05/2025,f1.cold.control,0
03/05/2025,f1.cold.control,0
04/05/2025,f1.cold.control,0
05/05/2025,f1.cold.control,0
06/05/2025,f1.cold.control,0
07/05/2025,f1.cold.control,0
10/05/2025,f1.cold.control,0
11/05/2025,f1.cold.control,0
12/05/2025,f1.cold.control,0
13/05/2025,f1.cold.control,0
15/05/2025,f1.cold.control,0
01/03/2024,f1.cold.cool,0
02/03/2024,f1.cold.cool,0
03/03/2025,f1.cold.cool,0
04/03/2025,f1.cold.cool,0
05/03/2025,f1.cold.cool,0
06/03/2025,f1.cold.cool,0
07/03/2025,f1.cold.cool,0
08/03/2025,f1.cold.cool,0
09/03/2025,f1.cold.cool,0
10/03/2025,f1.cold.cool,0
11/03/2025,f1.cold.cool,0
12/03/2025,f1.cold.cool,0
13/03/2025,f1.cold.cool,0
14/03/2025,f1.cold.cool,0
15/03/2025,f1.cold.cool,0
16/03/2025,f1.cold.cool,0
17/03/2025,f1.cold.cool,0
18/03/2025,f1.cold.cool,0
19/03/2025,f1.cold.cool,0
20/03/2025,f1.cold.cool,0
21/03/2025,f1.cold.cool,0
22/03/2025,f1.cold.cool,0
23/03/2025,f1.cold.cool,0
24/03/2025,f1.cold.cool,0
25/03/2025,f1.cold.cool,0
26/03/2025,f1.cold.cool,0
27/03/2025,f1.cold.cool,0
28/03/2025,f1.cold.cool,0
29/03/2025,f1.cold.cool,0
30/03/2025,f1.cold.cool,0
31/03/2025,f1.cold.cool,0
01/04/2025,f1.cold.cool,0
02/04/2025,f1.cold.cool,0
03/04/2025,f1.cold.cool,0
04/04/2025,f1.cold.cool,0
05/04/2025,f1.cold.cool,0
06/04/2025,f1.cold.cool,0
07/04/2025,f1.cold.cool,0
08/04/2025,f1.cold.cool,0
09/04/2025,f1.cold.cool,0
11/04/2025,f1.cold.cool,0
12/04/2025,f1.cold.cool,0
13/04/2025,f1.cold.cool,0
14/04/2025,f1.cold.cool,0
15/04/2025,f1.cold.cool,0
16/04/2025,f1.cold.cool,0
17/04/2025,f1.cold.cool,0
18/04/2025,f1.cold.cool,0
19/04/2025,f1.cold.cool,0
20/04/2025,f1.cold.cool,0
21/04/2025,f1.cold.cool,0
22/04/2025,f1.cold.cool,0
23/04/2025,f1.cold.cool,0
24/04/2025,f1.cold.cool,0
25/04/2025,f1.cold.cool,0
26/04/2025,f1.cold.cool,0
27/04/2025,f1.cold.cool,0
28/04/2025,f1.cold.cool,0
29/04/2025,f1.cold.cool,0
30/04/2025,f1.cold.cool,0
01/05/2025,f1.cold.cool,0
02/05/2025,f1.cold.cool,0
03/05/2025,f1.cold.cool,0
04/05/2025,f1.cold.cool,0
06/05/2025,f1.cold.cool,0
07/05/2025,f1.cold.cool,0
08/05/2025,f1.cold.cool,0
10/05/2025,f1.cold.cool,0
11/05/2025,f1.cold.cool,0
12/05/2025,f1.cold.cool,0
13/05/2025,f1.cold.cool,0
14/05/2025,f1.cold.cool,0
15/05/2025,f1.cold.cool,0
16/05/2025,f1.cold.cool,0
17/05/2025,f1.cold.cool,0
18/05/2025,f1.cold.cool,0
19/05/2025,f1.cold.cool,0
20/05/2025,f1.cold.cool,0
21/05/2025,f1.cold.cool,0
22/05/2025,f1.cold.cool,0
23/05/2025,f1.cold.cool,0
24/05/2025,f1.cold.cool,0
25/05/2025,f1.cold.cool,0
26/05/2025,f1.cold.cool,0
27/05/2025,f1.cold.cool,0
28/05/2025,f1.cold.cool,0
29/05/2025,f1.cold.cool,0
01/03/2024,f1.cold.hot,0
02/03/2024,f1.cold.hot,0
03/03/2025,f1.cold.hot,0
04/03/2025,f1.cold.hot,0
05/03/2025,f1.cold.hot,0
06/03/2025,f1.cold.hot,0
07/03/2025,f1.cold.hot,0
08/03/2025,f1.cold.hot,0
09/03/2025,f1.cold.hot,0
10/03/2025,f1.cold.hot,0
12/03/2025,f1.cold.hot,0
13/03/2025,f1.cold.hot,0
14/03/2025,f1.cold.hot,0
15/03/2025,f1.cold.hot,0
17/03/2025,f1.cold.hot,0
18/03/2025,f1.cold.hot,0
19/03/2025,f1.cold.hot,0
20/03/2025,f1.cold.hot,0
21/03/2025,f1.cold.hot,0
22/03/2025,f1.cold.hot,0
23/03/2025,f1.cold.hot,0
24/03/2025,f1.cold.hot,0
25/03/2025,f1.cold.hot,0
26/03/2025,f1.cold.hot,0
27/03/2025,f1.cold.hot,0
28/03/2025,f1.cold.hot,0
29/03/2025,f1.cold.hot,0
30/03/2025,f1.cold.hot,0
31/03/2025,f1.cold.hot,0
01/04/2025,f1.cold.hot,0
02/04/2025,f1.cold.hot,0
03/04/2025,f1.cold.hot,0
04/04/2025,f1.cold.hot,0
05/04/2025,f1.cold.hot,0
06/04/2025,f1.cold.hot,0
07/04/2025,f1.cold.hot,0
08/04/2025,f1.cold.hot,0
09/04/2025,f1.cold.hot,0
11/04/2025,f1.cold.hot,0
12/04/2025,f1.cold.hot,0
13/04/2025,f1.cold.hot,0
14/04/2025,f1.cold.hot,0
15/04/2025,f1.cold.hot,0
16/04/2025,f1.cold.hot,0
17/04/2025,f1.cold.hot,0
18/04/2025,f1.cold.hot,0
20/04/2025,f1.cold.hot,0
21/04/2025,f1.cold.hot,0
22/04/2025,f1.cold.hot,0
23/04/2025,f1.cold.hot,0
24/04/2025,f1.cold.hot,0
25/04/2025,f1.cold.hot,0
26/04/2025,f1.cold.hot,0
27/04/2025,f1.cold.hot,0
28/04/2025,f1.cold.hot,0
29/04/2025,f1.cold.hot,0
01/05/2025,f1.cold.hot,0
02/05/2025,f1.cold.hot,0
03/05/2025,f1.cold.hot,0
04/05/2025,f1.cold.hot,0
05/05/2025,f1.cold.hot,0
06/05/2025,f1.cold.hot,0
08/05/2025,f1.cold.hot,0
09/05/2025,f1.cold.hot,0
10/05/2025,f1.cold.hot,0
11/05/2025,f1.cold.hot,0
12/05/2025,f1.cold.hot,0
14/05/2025,f1.cold.hot,0
15/05/2025,f1.cold.hot,0
16/05/2025,f1.cold.hot,0
01/03/2024,f1.cold.mean,0
02/03/2024,f1.cold.mean,0
03/03/2025,f1.cold.mean,0
04/03/2025,f1.cold.mean,0
05/03/2025,f1.cold.mean,0
06/03/2025,f1.cold.mean,0
07/03/2025,f1.cold.mean,0
08/03/2025,f1.cold.mean,0
09/03/2025,f1.cold.mean,0
10/03/2025,f1.cold.mean,0
11/03/2025,f1.cold.mean,0
12/03/2025,f1.cold.mean,0
13/03/2025,f1.cold.mean,0
14/03/2025,f1.cold.mean,0
15/03/2025,f1.cold.mean,0
16/03/2025,f1.cold.mean,0
17/03/2025,f1.cold.mean,0
18/03/2025,f1.cold.mean,0
19/03/2025,f1.cold.mean,0
20/03/2025,f1.cold.mean,0
21/03/2025,f1.cold.mean,0
22/03/2025,f1.cold.mean,0
23/03/2025,f1.cold.mean,0
24/03/2025,f1.cold.mean,0
25/03/2025,f1.cold.mean,0
26/03/2025,f1.cold.mean,0
27/03/2025,f1.cold.mean,0
28/03/2025,f1.cold.mean,0
29/03/2025,f1.cold.mean,0
30/03/2025,f1.cold.mean,0
31/03/2025,f1.cold.mean,0
01/04/2025,f1.cold.mean,0
02/04/2025,f1.cold.mean,0
03/04/2025,f1.cold.mean,0
04/04/2025,f1.cold.mean,0
05/04/2025,f1.cold.mean,0
06/04/2025,f1.cold.mean,0
07/04/2025,f1.cold.mean,0
08/04/2025,f1.cold.mean,0
10/04/2025,f1.cold.mean,0
11/04/2025,f1.cold.mean,0
12/04/2025,f1.cold.mean,0
13/04/2025,f1.cold.mean,0
14/04/2025,f1.cold.mean,0
15/04/2025,f1.cold.mean,0
16/04/2025,f1.cold.mean,0
17/04/2025,f1.cold.mean,0
18/04/2025,f1.cold.mean,0
19/04/2025,f1.cold.mean,0
20/04/2025,f1.cold.mean,0
21/04/2025,f1.cold.mean,0
22/04/2025,f1.cold.mean,0
23/04/2025,f1.cold.mean,0
24/04/2025,f1.cold.mean,0
25/04/2025,f1.cold.mean,0
26/04/2025,f1.cold.mean,0
27/04/2025,f1.cold.mean,0
28/04/2025,f1.cold.mean,0
29/04/2025,f1.cold.mean,0
30/04/2025,f1.cold.mean,0
01/05/2025,f1.cold.mean,0
02/05/2025,f1.cold.mean,0
03/05/2025,f1.cold.mean,0
04/05/2025,f1.cold.mean,0
05/05/2025,f1.cold.mean,0
06/05/2025,f1.cold.mean,0
07/05/2025,f1.cold.mean,0
08/05/2025,f1.cold.mean,0
09/05/2025,f1.cold.mean,0
10/05/2025,f1.cold.mean,0
11/05/2025,f1.cold.mean,0
12/05/2025,f1.cold.mean,0
13/05/2025,f1.cold.mean,0
14/05/2025,f1.cold.mean,0
15/05/2025,f1.cold.mean,0
16/05/2025,f1.cold.mean,0
17/05/2025,f1.cold.mean,0
18/05/2025,f1.cold.mean,0
19/05/2025,f1.cold.mean,0
20/05/2025,f1.cold.mean,0
21/05/2025,f1.cold.mean,0
22/05/2025,f1.cold.mean,0
23/05/2025,f1.cold.mean,0
24/05/2025,f1.cold.mean,0
30/05/2025,f1.cold.mean,0
01/03/2024,f1.cold.warm,0
02/03/2024,f1.cold.warm,0
03/03/2025,f1.cold.warm,0
04/03/2025,f1.cold.warm,0
05/03/2025,f1.cold.warm,0
06/03/2025,f1.cold.warm,0
07/03/2025,f1.cold.warm,0
08/03/2025,f1.cold.warm,0
09/03/2025,f1.cold.warm,0
10/03/2025,f1.cold.warm,0
11/03/2025,f1.cold.warm,0
12/03/2025,f1.cold.warm,0
13/03/2025,f1.cold.warm,0
14/03/2025,f1.cold.warm,0
15/03/2025,f1.cold.warm,0
16/03/2025,f1.cold.warm,0
17/03/2025,f1.cold.warm,0
18/03/2025,f1.cold.warm,0
19/03/2025,f1.cold.warm,0
20/03/2025,f1.cold.warm,0
21/03/2025,f1.cold.warm,0
22/03/2025,f1.cold.warm,0
23/03/2025,f1.cold.warm,0
24/03/2025,f1.cold.warm,0
25/03/2025,f1.cold.warm,0
26/03/2025,f1.cold.warm,0
27/03/2025,f1.cold.warm,0
28/03/2025,f1.cold.warm,0
29/03/2025,f1.cold.warm,0
30/03/2025,f1.cold.warm,0
31/03/2025,f1.cold.warm,0
01/04/2025,f1.cold.warm,0
02/04/2025,f1.cold.warm,0
03/04/2025,f1.cold.warm,0
04/04/2025,f1.cold.warm,0
05/04/2025,f1.cold.warm,0
06/04/2025,f1.cold.warm,0
07/04/2025,f1.cold.warm,0
08/04/2025,f1.cold.warm,0
09/04/2025,f1.cold.warm,0
10/04/2025,f1.cold.warm,0
11/04/2025,f1.cold.warm,0
12/04/2025,f1.cold.warm,0
13/04/2025,f1.cold.warm,0
14/04/2025,f1.cold.warm,0
15/04/2025,f1.cold.warm,0
16/04/2025,f1.cold.warm,0
17/04/2025,f1.cold.warm,0
18/04/2025,f1.cold.warm,0
19/04/2025,f1.cold.warm,0
20/04/2025,f1.cold.warm,0
21/04/2025,f1.cold.warm,0
22/04/2025,f1.cold.warm,0
23/04/2025,f1.cold.warm,0
24/04/2025,f1.cold.warm,0
25/04/2025,f1.cold.warm,0
26/04/2025,f1.cold.warm,0
27/04/2025,f1.cold.warm,0
28/04/2025,f1.cold.warm,0
29/04/2025,f1.cold.warm,0
30/04/2025,f1.cold.warm,0
01/05/2025,f1.cold.warm,0
02/05/2025,f1.cold.warm,0
03/05/2025,f1.cold.warm,0
04/05/2025,f1.cold.warm,0
05/05/2025,f1.cold.warm,0
06/05/2025,f1.cold.warm,0
07/05/2025,f1.cold.warm,0
08/05/2025,f1.cold.warm,0
09/05/2025,f1.cold.warm,0
10/05/2025,f1.cold.warm,0
11/05/2025,f1.cold.warm,0
13/05/2025,f1.cold.warm,0
14/05/2025,f1.cold.warm,0
15/05/2025,f1.cold.warm,0
18/05/2025,f1.cold.warm,0
01/03/2024,f1.control.cold,0
02/03/2024,f1.control.cold,0
03/03/2025,f1.control.cold,0
04/03/2025,f1.control.cold,0
05/03/2025,f1.control.cold,0
06/03/2025,f1.control.cold,0
07/03/2025,f1.control.cold,0
08/03/2025,f1.control.cold,0
09/03/2025,f1.control.cold,0
10/03/2025,f1.control.cold,0
11/03/2025,f1.control.cold,0
12/03/2025,f1.control.cold,0
13/03/2025,f1.control.cold,0
14/03/2025,f1.control.cold,0
15/03/2025,f1.control.cold,0
16/03/2025,f1.control.cold,0
17/03/2025,f1.control.cold,0
18/03/2025,f1.control.cold,0
19/03/2025,f1.control.cold,0
20/03/2025,f1.control.cold,0
21/03/2025,f1.control.cold,0
22/03/2025,f1.control.cold,0
23/03/2025,f1.control.cold,0
24/03/2025,f1.control.cold,0
25/03/2025,f1.control.cold,0
26/03/2025,f1.control.cold,0
27/03/2025,f1.control.cold,0
28/03/2025,f1.control.cold,0
29/03/2025,f1.control.cold,0
30/03/2025,f1.control.cold,0
31/03/2025,f1.control.cold,0
01/04/2025,f1.control.cold,0
02/04/2025,f1.control.cold,0
03/04/2025,f1.control.cold,0
04/04/2025,f1.control.cold,0
05/04/2025,f1.control.cold,0
06/04/2025,f1.control.cold,0
07/04/2025,f1.control.cold,0
08/04/2025,f1.control.cold,0
10/04/2025,f1.control.cold,0
11/04/2025,f1.control.cold,0
12/04/2025,f1.control.cold,0
13/04/2025,f1.control.cold,0
14/04/2025,f1.control.cold,0
15/04/2025,f1.control.cold,0
16/04/2025,f1.control.cold,0
17/04/2025,f1.control.cold,0
18/04/2025,f1.control.cold,0
19/04/2025,f1.control.cold,0
20/04/2025,f1.control.cold,0
21/04/2025,f1.control.cold,0
22/04/2025,f1.control.cold,0
23/04/2025,f1.control.cold,0
24/04/2025,f1.control.cold,0
25/04/2025,f1.control.cold,0
26/04/2025,f1.control.cold,0
28/04/2025,f1.control.cold,0
29/04/2025,f1.control.cold,0
01/05/2025,f1.control.cold,0
02/05/2025,f1.control.cold,0
04/05/2025,f1.control.cold,0
05/05/2025,f1.control.cold,0
06/05/2025,f1.control.cold,0
07/05/2025,f1.control.cold,0
08/05/2025,f1.control.cold,0
10/05/2025,f1.control.cold,0
12/05/2025,f1.control.cold,0
13/05/2025,f1.control.cold,1
14/05/2025,f1.control.cold,2
15/05/2025,f1.control.cold,7
16/05/2025,f1.control.cold,13
17/05/2025,f1.control.cold,17
18/05/2025,f1.control.cold,19
19/05/2025,f1.control.cold,22
01/03/2024,f1.control.control,0
02/03/2024,f1.control.control,0
03/03/2025,f1.control.control,0
04/03/2025,f1.control.control,0
05/03/2025,f1.control.control,0
06/03/2025,f1.control.control,0
07/03/2025,f1.control.control,0
08/03/2025,f1.control.control,0
09/03/2025,f1.control.control,0
10/03/2025,f1.control.control,0
11/03/2025,f1.control.control,0
12/03/2025,f1.control.control,0
13/03/2025,f1.control.control,0
14/03/2025,f1.control.control,0
15/03/2025,f1.control.control,0
16/03/2025,f1.control.control,0
17/03/2025,f1.control.control,0
18/03/2025,f1.control.control,0
19/03/2025,f1.control.control,0
20/03/2025,f1.control.control,0
21/03/2025,f1.control.control,0
22/03/2025,f1.control.control,0
23/03/2025,f1.control.control,0
24/03/2025,f1.control.control,0
26/03/2025,f1.control.control,0
27/03/2025,f1.control.control,0
28/03/2025,f1.control.control,0
29/03/2025,f1.control.control,0
30/03/2025,f1.control.control,0
31/03/2025,f1.control.control,3
01/04/2025,f1.control.control,5
02/04/2025,f1.control.control,4
03/04/2025,f1.control.control,10
04/04/2025,f1.control.control,12
05/04/2025,f1.control.control,12
07/04/2025,f1.control.control,19
08/04/2025,f1.control.control,19
09/04/2025,f1.control.control,19
11/04/2025,f1.control.control,19
12/04/2025,f1.control.control,19
13/04/2025,f1.control.control,19
14/04/2025,f1.control.control,19
15/04/2025,f1.control.control,19
16/04/2025,f1.control.control,19
17/04/2025,f1.control.control,19
18/04/2025,f1.control.control,19
19/04/2025,f1.control.control,19
20/04/2025,f1.control.control,16
21/04/2025,f1.control.control,18
22/04/2025,f1.control.control,18
23/04/2025,f1.control.control,15
24/04/2025,f1.control.control,15
25/04/2025,f1.control.control,14
26/04/2025,f1.control.control,12
01/03/2024,f1.control.cool,0
02/03/2024,f1.control.cool,0
03/03/2025,f1.control.cool,0
04/03/2025,f1.control.cool,0
05/03/2025,f1.control.cool,0
06/03/2025,f1.control.cool,0
07/03/2025,f1.control.cool,0
08/03/2025,f1.control.cool,0
09/03/2025,f1.control.cool,0
10/03/2025,f1.control.cool,0
11/03/2025,f1.control.cool,0
12/03/2025,f1.control.cool,0
13/03/2025,f1.control.cool,0
14/03/2025,f1.control.cool,0
15/03/2025,f1.control.cool,0
16/03/2025,f1.control.cool,0
17/03/2025,f1.control.cool,0
18/03/2025,f1.control.cool,0
19/03/2025,f1.control.cool,0
20/03/2025,f1.control.cool,0
21/03/2025,f1.control.cool,0
22/03/2025,f1.control.cool,0
23/03/2025,f1.control.cool,0
24/03/2025,f1.control.cool,0
25/03/2025,f1.control.cool,0
26/03/2025,f1.control.cool,0
27/03/2025,f1.control.cool,0
28/03/2025,f1.control.cool,0
29/03/2025,f1.control.cool,0
30/03/2025,f1.control.cool,0
31/03/2025,f1.control.cool,0
01/04/2025,f1.control.cool,0
02/04/2025,f1.control.cool,0
03/04/2025,f1.control.cool,0
04/04/2025,f1.control.cool,0
05/04/2025,f1.control.cool,0
06/04/2025,f1.control.cool,0
07/04/2025,f1.control.cool,0
08/04/2025,f1.control.cool,0
11/04/2025,f1.control.cool,0
12/04/2025,f1.control.cool,0
13/04/2025,f1.control.cool,0
14/04/2025,f1.control.cool,0
15/04/2025,f1.control.cool,0
16/04/2025,f1.control.cool,0
17/04/2025,f1.control.cool,0
18/04/2025,f1.control.cool,0
19/04/2025,f1.control.cool,0
20/04/2025,f1.control.cool,0
21/04/2025,f1.control.cool,0
22/04/2025,f1.control.cool,0
23/04/2025,f1.control.cool,0
24/04/2025,f1.control.cool,0
25/04/2025,f1.control.cool,0
26/04/2025,f1.control.cool,0
27/04/2025,f1.control.cool,0
28/04/2025,f1.control.cool,0
29/04/2025,f1.control.cool,0
30/04/2025,f1.control.cool,0
01/05/2025,f1.control.cool,0
02/05/2025,f1.control.cool,0
03/05/2025,f1.control.cool,0
04/05/2025,f1.control.cool,0
05/05/2025,f1.control.cool,1
06/05/2025,f1.control.cool,9
07/05/2025,f1.control.cool,10
08/05/2025,f1.control.cool,17
09/05/2025,f1.control.cool,17
10/05/2025,f1.control.cool,17
11/05/2025,f1.control.cool,17
12/05/2025,f1.control.cool,17
13/05/2025,f1.control.cool,17
14/05/2025,f1.control.cool,17
15/05/2025,f1.control.cool,17
16/05/2025,f1.control.cool,12
17/05/2025,f1.control.cool,12
18/05/2025,f1.control.cool,12
19/05/2025,f1.control.cool,9
20/05/2025,f1.control.cool,9
21/05/2025,f1.control.cool,15
22/05/2025,f1.control.cool,15
23/05/2025,f1.control.cool,14
24/05/2025,f1.control.cool,14
25/05/2025,f1.control.cool,14
26/05/2025,f1.control.cool,14
01/03/2024,f1.control.hot,0
02/03/2024,f1.control.hot,0
03/03/2025,f1.control.hot,0
04/03/2025,f1.control.hot,0
05/03/2025,f1.control.hot,0
06/03/2025,f1.control.hot,0
07/03/2025,f1.control.hot,0
08/03/2025,f1.control.hot,0
09/03/2025,f1.control.hot,0
10/03/2025,f1.control.hot,0
11/03/2025,f1.control.hot,0
12/03/2025,f1.control.hot,0
13/03/2025,f1.control.hot,0
14/03/2025,f1.control.hot,0
15/03/2025,f1.control.hot,3
16/03/2025,f1.control.hot,2
17/03/2025,f1.control.hot,5
18/03/2025,f1.control.hot,6
19/03/2025,f1.control.hot,6
20/03/2025,f1.control.hot,6
21/03/2025,f1.control.hot,8
22/03/2025,f1.control.hot,8
23/03/2025,f1.control.hot,8
24/03/2025,f1.control.hot,10
25/03/2025,f1.control.hot,10
26/03/2025,f1.control.hot,8
27/03/2025,f1.control.hot,15
28/03/2025,f1.control.hot,14
29/03/2025,f1.control.hot,NA
30/03/2025,f1.control.hot,NA
31/03/2025,f1.control.hot,12
01/04/2025,f1.control.hot,12
02/04/2025,f1.control.hot,12
03/04/2025,f1.control.hot,12
04/04/2025,f1.control.hot,12
05/04/2025,f1.control.hot,12
06/04/2025,f1.control.hot,12
07/04/2025,f1.control.hot,12
08/04/2025,f1.control.hot,12
09/04/2025,f1.control.hot,12
11/04/2025,f1.control.hot,12
12/04/2025,f1.control.hot,12
13/04/2025,f1.control.hot,12
14/04/2025,f1.control.hot,NA
15/04/2025,f1.control.hot,10
16/04/2025,f1.control.hot,12
17/04/2025,f1.control.hot,12
18/04/2025,f1.control.hot,12
19/04/2025,f1.control.hot,12
20/04/2025,f1.control.hot,NA
21/04/2025,f1.control.hot,9
22/04/2025,f1.control.hot,9
23/04/2025,f1.control.hot,9
24/04/2025,f1.control.hot,9
25/04/2025,f1.control.hot,9
01/03/2024,f1.control.mean,0
02/03/2024,f1.control.mean,0
03/03/2025,f1.control.mean,0
04/03/2025,f1.control.mean,0
05/03/2025,f1.control.mean,0
06/03/2025,f1.control.mean,0
07/03/2025,f1.control.mean,0
08/03/2025,f1.control.mean,0
09/03/2025,f1.control.mean,0
10/03/2025,f1.control.mean,0
11/03/2025,f1.control.mean,0
12/03/2025,f1.control.mean,0
13/03/2025,f1.control.mean,0
14/03/2025,f1.control.mean,0
15/03/2025,f1.control.mean,0
16/03/2025,f1.control.mean,0
17/03/2025,f1.control.mean,0
18/03/2025,f1.control.mean,0
19/03/2025,f1.control.mean,0
20/03/2025,f1.control.mean,0
21/03/2025,f1.control.mean,0
22/03/2025,f1.control.mean,0
23/03/2025,f1.control.mean,0
24/03/2025,f1.control.mean,0
25/03/2025,f1.control.mean,0
26/03/2025,f1.control.mean,0
27/03/2025,f1.control.mean,0
28/03/2025,f1.control.mean,0
29/03/2025,f1.control.mean,0
30/03/2025,f1.control.mean,0
31/03/2025,f1.control.mean,0
01/04/2025,f1.control.mean,0
02/04/2025,f1.control.mean,0
03/04/2025,f1.control.mean,0
04/04/2025,f1.control.mean,0
05/04/2025,f1.control.mean,0
06/04/2025,f1.control.mean,0
07/04/2025,f1.control.mean,0
08/04/2025,f1.control.mean,0
10/04/2025,f1.control.mean,0
11/04/2025,f1.control.mean,0
12/04/2025,f1.control.mean,0
13/04/2025,f1.control.mean,0
14/04/2025,f1.control.mean,0
15/04/2025,f1.control.mean,0
16/04/2025,f1.control.mean,0
17/04/2025,f1.control.mean,0
18/04/2025,f1.control.mean,0
19/04/2025,f1.control.mean,0
20/04/2025,f1.control.mean,0
21/04/2025,f1.control.mean,1
22/04/2025,f1.control.mean,3
23/04/2025,f1.control.mean,8
24/04/2025,f1.control.mean,11
25/04/2025,f1.control.mean,15
26/04/2025,f1.control.mean,15
